OmniClass_Code,OmniClass_Title,Description
21-04 20 10,Domestic Water Distribution,Potable water storage tanks.
21-04 20 10-1,Facility Potable-Water Storage Tanks,Domestic water equipment.
21-04 20 10-2,Domestic Water Equipment,Domestic water piping.
21-04 20 10-3,Domestic Water Piping,Plumbing fixtures.
21-04 20 10-4,Plumbing Fixtures,Supplementary components for domestic water distribution.
21-04 20 10-5,Domestic Water Distribution Supplementary Components,"Systems for collecting and removing sanitary waste from a facility, including equipment and piping."
21-04 20 20-3,Sanitary Drainage Supplementary Components,Components that supplement sanitary drainage systems in buildings.
21-04 20 30,Building Support Plumbing Systems,"Plumbing systems that support building operations, such as water supply and drainage."
21-04 20 30-1,Stormwater Drainage Equipment,Equipment used to collect and remove stormwater from a building's drainage system.
21-04 20 30-2,Stormwater Drainage Piping,Pipes and piping used to transport stormwater away from a building.
21-04 20 30-3,Facility Stormwater Drains,Drains and other fixtures used to collect and remove stormwater from a building.
21-04 20 30-4,Gray Water Systems,"Systems that collect and reuse graywater (wastewater from sinks, showers, etc.) in a building."
21-04 20 30-5,Building Support Plumbing System Supplementary Components,Components that supplement building support plumbing systems.
21-04 20 50,General Service Compressed-Air,Systems that provide compressed air for general building services.
21-04 20 60,Process Support Plumbing Systems,Plumbing systems that support industrial or specialized processes in a building.
21-04 20 60-1,Compressed-Air Systems,Systems that provide compressed air for industrial or specialized processes.
21-04 20 60-2,Vacuum Systems,Systems that provide vacuum pressure for industrial or specialized processes.
21-04 20 60-3,Gas Systems,Systems that provide gases for industrial or specialized processes.
21-04 20 60-4,Chemical-Waste Systems,Systems that collect and remove chemical waste from industrial or specialized processes.
21-04 20 60-5,Processed Water Systems,Systems that provide purified or treated water for industrial or specialized processes.
21-04 20 60-6,Process Support Plumbing System Supplementary Components,Components that supplement process support plumbing systems.
21-04 30 00,"Heating, Ventilation, and Air Conditioning (HVAC)","Systems that provide heating, ventilation, and air conditioning for a building."
21-04 30 10,Facility Fuel Systems,Systems that supply and distribute fuel for building heating and other uses.
21-04 30 10-1,Fuel Piping,Pipes and piping used to transport fuel within a building.
21-04 30 10-2,Fuel Pumps,Pumps used to move fuel through a building's fuel system.
21-04 30 10-3,Fuel Storage Tanks,Tanks used to store fuel for a building's heating or other systems.
21-04 30 20,Heating Systems,Systems that generate and distribute heat for a building.
21-04 30 20-1,Heat Generation,Equipment that generates heat for a building's heating system.
21-04 30 20-2,Thermal Heat Storage,Systems that store thermal energy for use in a building's heating system.
21-04 30 20-3,Decentralized Heating Equipment,"Localized heating equipment, such as space heaters, used in a building."
21-04 30 20-4,Heating System Supplementary Components,Components that supplement a building's heating system.
21-04 30 30,Cooling Systems,Systems that provide cooling for a building.
21-04 30 30-1,Central Cooling,Central systems that provide cooling for an entire building.
21-04 30 30-2,Evaporative Air-Cooling,Systems that use evaporative cooling to provide air conditioning for a building.
21-04 30 30-3,Thermal Cooling Storage,Systems that store thermal energy for use in a building's cooling system.
21-04 30 30-4,Decentralized Cooling,"Localized cooling equipment, such as window air conditioners, used in a building."
21-04 30 30-5,Cooling System Supplementary Components,Components that supplement a building's cooling system.
21-04 30 50,Facility HVAC Distribution Systems,Systems that distribute heated or cooled air and water throughout a building.
21-04 30 50-1,Facility Hydronic Distribution,Systems that distribute heated or chilled water through a building.
21-04 30 50-2,Facility Steam Distribution,Systems that distribute steam through a building.
21-04 30 50-3,HVAC Air Distribution,Systems that distribute heated or cooled air through a building.
21-04 30 50-4,Facility Distribution Systems Supplementary Components,Components that supplement a building's HVAC distribution systems.
21-04 30 60,Ventilation,Systems that provide ventilation and air circulation in a building.
21-04 30 60-1,Supply Air,Systems that supply fresh air to a building.
21-04 30 60-2,Return Air,Systems that remove used air from a building.
21-04 30 60-3,Exhaust Air,Systems that exhaust air from a building.
21-04 30 60-4,Outside Air,Systems that bring outside air into a building.
21-04 30 60-5,Air-to-Air Energy Recovery,Systems that recover energy from exhaust air to pre-condition incoming air.
21-04 30 60-6,HVAC Air Cleaning,Systems that clean and filter the air in a building.
21-04 30 60-7,Ventilation Supplementary Components,Components that supplement a building's ventilation system.
21-04 30 70,Special Purpose HVAC Systems,"Specialized HVAC systems, such as snow melting, used in a building."
21-04 30 70-1,Snow Melting,Systems that provide fire suppression and protection for a building.
21-04 40 00,Fire Protection,Systems that use water to suppress and extinguish fires in a building.
21-04 40 10,Fire Suppression,"Systems that use other agents, such as foam or gas, to extinguish fires in a building."
21-04 40 10-3,Fire Suppression Supplementary Components,"Components used to supplement fire suppression systems, such as piping, valves, and accessories."
21-04 40 30,Fire Protection Specialties,"Specialized equipment for fire protection, including fire extinguishers, cabinets, and breathing air systems."
21-04 40 30-1,Fire Protection Cabinets,Cabinets designed to hold fire extinguishers and other fire protection equipment.
21-04 40 30-2,Fire Extinguishers,Portable devices used to extinguish small fires.
21-04 40 30-3,Breathing Air Replenishment Systems,Systems that provide a replenishable supply of breathing air for firefighters.
21-04 40 30-4,Fire Extinguisher Accessories,"Accessories and parts for fire extinguishers, such as mounting brackets and signage."
21-04 50 00,Electrical,Electrical systems and equipment that provide power to a facility.
21-04 50 10,Facility Power Generation,"Equipment that generates electrical power for a facility, such as generators and solar panels."
21-04 50 10-1,Packaged Generator Assemblies,Self-contained units that generate and distribute electrical power.
21-04 50 10-2,Battery Equipment,Batteries and related equipment used for electrical power storage and backup.
21-04 50 10-3,Photovoltaic Collectors,Devices that convert sunlight into electrical energy.
21-04 50 10-4,Fuel Cells,Electrochemical devices that generate electricity through a chemical reaction.
21-04 50 10-5,Power Filtering and Conditioning,Equipment that conditions and filters electrical power to ensure quality and reliability.
21-04 50 10-6,Transfer Switches,Devices that automatically switch between utility and generator power.
21-04 50 10-7,Facility Power Generation Supplementary Components,Supplementary components for facility power generation systems.
21-04 50 20,Electrical Service and Distribution,Equipment that brings electrical service into a facility and distributes it.
21-04 50 20-1,Electrical Service,The main electrical service connection and metering equipment.
21-04 50 20-2,Power Distribution,"Electrical distribution panels, transformers, and wiring."
21-04 50 20-3,Facility Grounding,Grounding systems that protect against electrical hazards.
21-04 50 20-4,Electrical Service and Distribution Supplementary Components,Supplementary components for electrical service and distribution.
21-04 50 30,General Purpose Electrical Power,General-purpose electrical power systems and equipment.
21-04 50 30-1,Branch Wiring System,The network of wiring that distributes power throughout a facility.
21-04 50 30-2,Wiring Devices,"Electrical outlets, switches, and other wiring devices."
21-04 50 30-3,General Purpose Electrical Power Supplementary Components,Supplementary components for general-purpose electrical power.
21-04 50 40,Lighting,"Lighting systems and equipment, including controls and fixtures."
21-04 50 40-1,Lighting Control,Systems that control the operation and automation of lighting.
21-04 50 40-2,Branch Wiring for Lighting,Wiring and cabling used to power lighting fixtures.
21-04 50 40-3,Lighting Fixtures,"Lamps, luminaires, and other lighting equipment."
21-04 50 40-4,Lighting Supplementary Components,Supplementary components for lighting systems.
21-04 50 80,Miscellaneous Electrical Systems,"Specialized electrical systems, such as lightning protection and cathodic protection."
21-04 50 80-1,Lightning Protection,Systems that protect against lightning strikes and electrical surges.
21-04 50 80-2,Cathodic Protection,Systems that prevent corrosion of metal structures.
21-04 50 80-3,Transient Voltage Suppression,Equipment that protects against voltage spikes and transients.
21-04 50 80-4,Miscellaneous Electrical Systems Supplementary Components,Supplementary components for miscellaneous electrical systems.
21-04 60 00,Communications,"Communication systems and equipment, including data and voice."
21-04 60 10,Data Communications,Equipment and infrastructure for data communication networks.
21-04 60 10-1,Data Communications Network Equipment,"Routers, switches, servers, and other network hardware."
21-04 60 10-2,Data Communications Hardware,"Computers, printers, and other data communication devices."
21-04 60 10-3,Data Communications Peripheral Data Equipment,Software for data communication systems and applications.
